Name,WKN,Last Price,Date/Time Last Price,Volume in Euro,+/- %,Coupon,Currency,YTM
"International Bank for Reconstruction and Development 12,25% 21/26",A28Z3H,"74,50",30.01.25 15:00,0,"0,00","12,25%",Türkische Lira,-
"AXA S.A. 1,375% 21/41",A3KN91,"86,79",30.01.25 09:22,0,"0,12","1,38%",Euro,-
"ProLogis International Funding II S.A. 0,75% 21/33",A3KNAN,"79,72",29.01.25 09:46,0,"0,00","0,75%",Euro,-
"European Investment Bank (EIB) 0,25% 21/26",A3KNVW,"97,70",30.01.25 15:00,0,"0,07","0,25%",Schwedische Kronen,-
"E.ON SE 0,6% 21/32",A3H3J4,"82,16",30.01.25 08:22,0,"-0,13","0,60%",Euro,-
ZF Finance GmbH 2% 21/27,A3E5KP,"94,81",30.01.25 09:22,0,"0,12","2,00%",Euro,-
"Landesbank Hessen-Thüringen Girozentrale 0,375% 21/29",HLB2P8,"88,26",30.01.25 15:00,0,"0,31","0,38%",Euro,-
"EEW Energy from Waste GmbH 0,361% 21/26",A3E5QZ,"95,78",30.01.25 09:22,0,"0,03","0,36%",Euro,-
"EUROFIMA Europäische Gesellschaft für die Finanzierung von Eisen 0,01% 21/28",A3KSV0,"91,47",30.01.25 13:47,0,"0,75","0,01%",Euro,-
"Terna Rete Elettrica Nazionale S.p.A. 0,375% 21/29",A3KSW1,"87,70",29.01.25 09:46,0,"0,00","0,38%",Euro,-
"Industrial & Commercial Bank of China [Asia] Ltd. 1,625% 21/26",A3KX3L,"94,57",30.01.25 09:22,0,"-0,01","1,63%",US-Dollar,-
"Power Finance Corp. Ltd. 1,841% 21/28",A3KWCY,"92,06",30.01.25 09:22,0,"-0,23","1,84%",Euro,-
"ZF Finance GmbH 2,25% 21/28",A3MP6J,"92,39",30.01.25 09:22,0,"0,14","2,25%",Euro,-
"E.ON SE 0,875% 22/34",A3MP81,"79,69",30.01.25 08:22,0,"-0,05","0,88%",Euro,-
De Volksbank N.V. 7%,A3K6H8,"104,49",30.01.25 08:40,0,"0,00","7,00%",Euro,-
"Iberdrola Finanzas S.A. 1,375% 22/32",A3K3DA,"88,27",30.01.25 08:40,0,"0,35","1,38%",Euro,-
"BASF SE 1,5% 22/31",A3MQYV,"90,81",30.01.25 12:58,0,"0,39","1,50%",Euro,-
"Koninklijke Philips N.V. 2,125% 22/29",A3K46A,"95,81",30.01.25 12:58,0,"0,27","2,13%",Euro,-
"KommuneKredit 1,5% 22/29",A3K57H,"95,48",30.01.25 09:22,0,"-0,03","1,50%",Euro,-
Kreditanstalt für Wiederaufbau 2% 22/29,A4SAV9,"97,06",30.01.25 09:22,0,"-0,45","2,00%",Euro,-
"Landesbank Hessen-Thüringen Girozentrale 2,625% 22/27",HLB2QJ,"98,74",30.01.25 15:00,0,"0,18","2,63%",Euro,-
"Mizuho Financial Group Inc. 3,49% 22/27",A3K81T,"101,43",30.01.25 09:22,0,"0,03","3,49%",Euro,-
"SKF AB 3,125% 22/28",A3K9CD,"100,35",30.01.25 09:22,0,"-0,02","3,13%",Euro,-
"Volkswagen International Finance N.V. 4,375% 22/30",A3LA6C,"103,14",30.01.25 08:22,0,"0,02","4,38%",Euro,-
"Iberdrola Finanzas S.A. 3,125% 22/28",A3LBMP,"100,99",30.01.25 15:00,0,"0,12","3,13%",Euro,-
"European Investment Bank (EIB) 9,25% 23/33",A3LDYP,"99,30",30.01.25 15:00,0,"0,39","9,25%",Mexikanische Pesos,-
"SpareBank 1 Sor-Norge ASA 3,75% 23/27",A3LDC1,"102,43",30.01.25 13:47,0,"0,65","3,75%",Euro,-
"European Investment Bank (EIB) 2,75% 23/28",A3LD6J,"101,02",30.01.25 15:00,0,"0,21","2,75%",Euro,-
Siemens Energy Finance B.V. 4% 23/26,A3LFSG,"100,93",30.01.25 09:22,0,"-0,01","4,00%",Euro,-
"Volkswagen International Finance N.V. 4,25% 23/29",A3LFX2,"102,71",30.01.25 08:22,0,"0,03","4,25%",Euro,-
"Kreditanstalt für Wiederaufbau 2,75% 23/30",A4SAXV,"100,74",30.01.25 15:00,0,"0,32","2,75%",Euro,-
"UniCredit Bank Czech Republic and Slovakia a.s. 3,75% 23/28",A3LJ6R,"102,25",30.01.25 08:22,0,"-0,05","3,75%",Euro,-
"DS Smith PLC 4,5% 23/30",A3LLG0,"105,74",30.01.25 13:47,0,"0,74","4,50%",Euro,-
"SpareBank 1 Sor-Norge ASA 4,875% 23/28",A3LMBU,"105,19",29.01.25 09:46,0,"0,00","4,88%",Euro,-
"Mizuho Financial Group Inc. 4,608% 23/30",A3LMES,"106,67",30.01.25 09:22,0,"0,07","4,61%",Euro,-
"Volkswagen Leasing GmbH 4,5% 23/26",A3514T,"101,84",30.01.25 11:32,101.841,"0,32","4,50%",Euro,-
"RWE AG 0,5% 21/28",A3MP70,"91,64",30.01.25 15:00,45.850,"0,33","0,50%",Euro,-
"Volkswagen Leasing GmbH 4,75% 23/31",A3514V,"106,45",30.01.25 12:40,42.525,"0,22","4,75%",Euro,-
"Mercedes-Benz International Finance B.V. 3,7% 23/31",A3LH6U,"103,42",30.01.25 15:31,41.383,"0,77","3,70%",Euro,-
E.ON SE 1% 20/25,A289E0,"98,97",30.01.25 15:00,29.690,"0,06","1,00%",Euro,-
"Kreditanstalt für Wiederaufbau 0,01% 19/27",A2TED0,"94,80",30.01.25 09:22,24.648,"-0,08","0,01%",Euro,"2,35%"
"E.ON SE 1,625% 22/31",A3MQY9,"91,76",30.01.25 15:00,22.918,"0,39","1,63%",Euro,-
"Kreditanstalt für Wiederaufbau 1,75% 19/29",A2YNRB,"89,68",30.01.25 12:27,16.390,"0,89","1,75%",US-Dollar,"4,28%"
"Mercedes-Benz International Finance B.V. 3,5% 23/26",A3LH6T,"101,24",30.01.25 12:10,15.186,"0,04","3,50%",Euro,-
"E.ON SE 3,75% 23/29",A351VG,"103,02",30.01.25 12:56,6.175,"0,13","3,75%",Euro,-
"E.ON SE 3,875% 23/35",A30V8B,"103,50",30.01.25 13:36,5.175,"1,13","3,88%",Euro,-
"RWE AG 4,125% 23/35",A30V84,"103,21",30.01.25 15:00,4.119,"0,39","4,13%",Euro,-
"International Bank for Reconstruction and Development 4,25% 21/26",A287WL,"93,98",30.01.25 08:03,2.207,"0,06","4,25%",Mexikanische Pesos,"8,90%"
"European Investment Bank (EIB) 3,75% 23/33",A3LD6X,"94,78",30.01.25 14:40,1.822,"0,08","3,75%",US-Dollar,-
"International Bank for Reconstruction and Development 2,9% 18/25",A2RURL,"97,95",30.01.25 09:22,0,"0,02","2,90%",Australische Dollar,-
"European Investment Bank (EIB) 4,75% 23/33",A3LDAB,"99,96",30.01.25 15:00,0,"0,31","4,75%",Australische Dollar,-
"VGP N.V. 1,625% 22/27",A3K01K,"96,46",30.01.25 09:22,0,"0,04","1,63%",Euro,-
"International Finance Corp. 4,5% 23/26",A3LMAB,"102,46",30.01.25 15:00,0,"0,04","4,50%",Canadische Dollar,-
"Quebec, Provinz 2,6% 18/25",A1927F,"99,79",30.01.25 13:55,0,"0,50","2,60%",Canadische Dollar,"2,81%"
"BASF SE 0,25% 20/27",A289DC,"94,43",30.01.25 15:00,0,"0,20","0,25%",Euro,-
"Deutsche Wohnen SE 0,5% 21/31",A3H25P,"84,13",30.01.25 15:05,0,"0,65","0,50%",Euro,-
"Deutsche Wohnen SE 1,3% 21/41",A3H25Q,"68,36",30.01.25 15:05,0,"1,23","1,30%",Euro,-
"Vonovia SE 2,375% 22/32",A3MQS7,"91,29",30.01.25 08:22,0,"-0,01","2,38%",Euro,-
"Commerzbank AG 0,75% 20/26",CB0HRQ,"99,68",30.01.25 14:47,0,"0,52","0,75%",Euro,-
Commerzbank AG 3% 22/27,CZ45W5,"100,22",30.01.25 14:47,0,"0,57","3,00%",Euro,-
"Landesbank Baden-Württemberg 0,25% 21/28",LB2V7C,"90,29",30.01.25 09:22,0,"0,03","0,25%",Euro,-
"NRW.BANK 0,875% 15/25",NWB0AC,"98,67",30.01.25 09:22,0,"0,02","0,88%",Euro,"-0,71%"
"NRW.BANK 0,375% 16/26",NWB0AD,"96,26",30.01.25 15:00,0,"0,11","0,38%",Euro,"1,96%"
"NRW.BANK 0,5% 17/27",NWB0AE,"94,65",30.01.25 09:22,0,"0,00","0,50%",Euro,"2,18%"
"NRW.BANK 0,75% 18/28",NWB0AF,"93,93",30.01.25 15:00,0,"0,23","0,75%",Euro,"2,52%"
"NRW.BANK 0,625% 19/29",NWB0AG,"92,27",30.01.25 12:58,0,"0,23","0,63%",Euro,"2,61%"
"NRW.BANK 0,000% 19/29",NWB0AH,"88,05",30.01.25 09:22,0,"-0,02",-,Euro,"2,58%"
"NRW.BANK 0,000% 20/30",NWB0AJ,"87,37",30.01.25 14:47,0,"0,31",-,Euro,-
"NRW.BANK 0,000% 21/31",NWB0AL,"84,50",30.01.25 09:22,0,"-0,02",-,Euro,-
"NRW.BANK 0,000% 21/31",NWB0AN,"83,05",30.01.25 09:22,0,"-0,05",-,Euro,-
"NRW.BANK 0,25% 22/32",NWB0AQ,"82,50",30.01.25 08:00,0,"-0,11","0,25%",Euro,-
"NRW.BANK 1,625% 22/32",NWB0AR,"91,20",30.01.25 09:22,0,"-0,07","1,63%",Euro,-
NRW.BANK 3% 23/30,NWB0AU,"101,62",30.01.25 15:00,0,"0,42","3,00%",Euro,-
"Air Liquide Finance S.A. 0,375% 21/31",A3KRNQ,"84,74",30.01.25 09:22,0,"0,04","0,38%",Euro,-
"Scatec ASA 11,29% 23/27",A3LEFQ,"107,00",25.04.24 16:20,0,"0,00","11,29%",Norwegische Kronen,-
"Asian Development Bank (ADB) 1,75% 16/26",A18429,"95,99",30.01.25 09:22,0,"-0,05","1,75%",US-Dollar,"4,34%"
"International Bank for Reconstruction and Development 3,125% 18/25",A2RUJE,"98,79",30.01.25 08:00,0,"-0,02","3,13%",US-Dollar,"3,98%"
Klabin Austria GmbH 7% 19/49,A2R0AJ,"100,01",30.01.25 09:22,0,"0,23","7,00%",US-Dollar,-
"Suzano Austria GmbH 5,75% 16/26",A1833U,"100,32",30.01.25 12:58,0,"-0,01","5,75%",US-Dollar,-
"International Bank for Reconstruction and Development 5,25% 15/25",A18268,"98,18",30.01.25 15:00,0,"0,06","5,25%",Mexikanische Pesos,"9,93%"
"Merlin Properties SOCIMI S.A. 1,75% 17/25",A19HY7,"99,12",30.01.25 09:22,0,"0,02","1,75%",Euro,"1,21%"
"Polen, Republik 1,125% 18/26",A19VY7,"97,95",30.01.25 15:00,0,"0,00","1,13%",Euro,"2,40%"
"European Investment Bank (EIB) 2,875% 18/25",A19ZWJ,"99,45",30.01.25 09:22,0,"-0,01","2,88%",US-Dollar,"3,51%"
"Iberdrola Finanzas S.A. 1,25% 18/26",A192S8,"97,57",30.01.25 09:22,0,"0,03","1,25%",Euro,"2,62%"
"Kreditanstalt für Wiederaufbau 0,5% 18/26",A2LQLU,"97,07",30.01.25 15:00,0,"0,11","0,50%",Euro,"2,30%"
"EnBW International Finance B.V. 1,875% 18/33",A2RTNC,"88,11",30.01.25 12:58,0,"0,47","1,88%",Euro,"3,27%"
"Hera S.p.A. 0,875% 19/27",A2R4JM,"94,99",30.01.25 12:58,0,"0,13","0,88%",Euro,-
A2A S.p.A. 1% 19/29,A2R43M,"91,60",30.01.25 12:58,0,"0,33","1,00%",Euro,-
"Asian Development Bank (ADB) 0,625% 19/26",A2R9DH,"93,77",30.01.25 09:22,0,"-0,03","0,63%",Britische Pfund,-
"Asian Development Bank (ADB) 0,000% 19/29",A2R9GZ,"88,26",30.01.25 09:22,0,"-0,01",-,Euro,"2,57%"
"Eurogrid GmbH 1,113% 20/32",A289DG,"85,16",30.01.25 15:00,0,"0,47","1,11%",Euro,-
"Ungarn, Republik 1,75% 20/35",A28X86,"78,49",30.01.25 15:00,0,"0,46","1,75%",Euro,-
International Bank for Reconstruction and Development 4% 20/25,A28YNN,"39,58",26.08.22 22:57,0,"0,00","4,00%","Rubel (Russische Föderation, Conv.-Rate 1000:1)",-
"European Investment Bank (EIB) 0,01% 20/35",A28Y4M,"73,06",30.01.25 14:35,0,"0,54","0,01%",Euro,-
"Landwirtschaftliche Rentenbank 0,000% 20/27",A2LQQZ,"93,72",30.01.25 15:00,0,"0,19",-,Euro,-
"Instituto de Credito Oficial 0,000% 20/26",A28395,"97,03",30.01.25 09:22,0,"-0,01",-,Euro,-
"Stora Enso Oyj 0,625% 20/30",A285YE,"84,81",29.01.25 09:46,0,"0,00","0,63%",Euro,-
"International Bank for Reconstruction and Development 5,75% 21/28",A287QG,"82,12",30.01.25 15:00,0,"-0,56","5,75%",Real (Brasilien),-
"International Bank for Reconstruction and Development 4,5% 21/26",A287WM,"97,03",30.01.25 15:00,0,"-0,02","4,50%",Südafrikanische Rand,-
"Orsted A/S 2,5%",A3KLYP,"71,41",30.01.25 15:00,0,"0,59","2,50%",Britische Pfund,-
"International Bank for Reconstruction and Development 12,25% 21/26",A28Z3H,"74,50",30.01.25 15:00,0,"0,00","12,25%",Türkische Lira,-
"AXA S.A. 1,375% 21/41",A3KN91,"86,79",30.01.25 09:22,0,"0,12","1,38%",Euro,-
"ProLogis International Funding II S.A. 0,75% 21/33",A3KNAN,"79,72",29.01.25 09:46,0,"0,00","0,75%",Euro,-
"European Investment Bank (EIB) 0,25% 21/26",A3KNVW,"97,70",30.01.25 15:00,0,"0,07","0,25%",Schwedische Kronen,-
"E.ON SE 0,6% 21/32",A3H3J4,"82,16",30.01.25 08:22,0,"-0,13","0,60%",Euro,-
ZF Finance GmbH 2% 21/27,A3E5KP,"94,81",30.01.25 09:22,0,"0,12","2,00%",Euro,-
"Landesbank Hessen-Thüringen Girozentrale 0,375% 21/29",HLB2P8,"88,26",30.01.25 15:00,0,"0,31","0,38%",Euro,-
"EEW Energy from Waste GmbH 0,361% 21/26",A3E5QZ,"95,78",30.01.25 09:22,0,"0,03","0,36%",Euro,-
"EUROFIMA Europäische Gesellschaft für die Finanzierung von Eisen 0,01% 21/28",A3KSV0,"91,47",30.01.25 13:47,0,"0,75","0,01%",Euro,-
"Terna Rete Elettrica Nazionale S.p.A. 0,375% 21/29",A3KSW1,"87,70",29.01.25 09:46,0,"0,00","0,38%",Euro,-
"Industrial & Commercial Bank of China [Asia] Ltd. 1,625% 21/26",A3KX3L,"94,57",30.01.25 09:22,0,"-0,01","1,63%",US-Dollar,-
"Power Finance Corp. Ltd. 1,841% 21/28",A3KWCY,"92,06",30.01.25 09:22,0,"-0,23","1,84%",Euro,-
"ZF Finance GmbH 2,25% 21/28",A3MP6J,"92,39",30.01.25 09:22,0,"0,14","2,25%",Euro,-
"E.ON SE 0,875% 22/34",A3MP81,"79,69",30.01.25 08:22,0,"-0,05","0,88%",Euro,-
De Volksbank N.V. 7%,A3K6H8,"104,49",30.01.25 08:40,0,"0,00","7,00%",Euro,-
"Iberdrola Finanzas S.A. 1,375% 22/32",A3K3DA,"88,27",30.01.25 08:40,0,"0,35","1,38%",Euro,-
"BASF SE 1,5% 22/31",A3MQYV,"90,81",30.01.25 12:58,0,"0,39","1,50%",Euro,-
"Koninklijke Philips N.V. 2,125% 22/29",A3K46A,"95,81",30.01.25 12:58,0,"0,27","2,13%",Euro,-
"KommuneKredit 1,5% 22/29",A3K57H,"95,48",30.01.25 09:22,0,"-0,03","1,50%",Euro,-
Kreditanstalt für Wiederaufbau 2% 22/29,A4SAV9,"97,06",30.01.25 09:22,0,"-0,45","2,00%",Euro,-
"Landesbank Hessen-Thüringen Girozentrale 2,625% 22/27",HLB2QJ,"98,74",30.01.25 15:00,0,"0,18","2,63%",Euro,-
"Mizuho Financial Group Inc. 3,49% 22/27",A3K81T,"101,43",30.01.25 09:22,0,"0,03","3,49%",Euro,-
"SKF AB 3,125% 22/28",A3K9CD,"100,35",30.01.25 09:22,0,"-0,02","3,13%",Euro,-
"Volkswagen International Finance N.V. 4,375% 22/30",A3LA6C,"103,14",30.01.25 08:22,0,"0,02","4,38%",Euro,-
"Iberdrola Finanzas S.A. 3,125% 22/28",A3LBMP,"100,99",30.01.25 15:00,0,"0,12","3,13%",Euro,-
"European Investment Bank (EIB) 9,25% 23/33",A3LDYP,"99,30",30.01.25 15:00,0,"0,39","9,25%",Mexikanische Pesos,-
"SpareBank 1 Sor-Norge ASA 3,75% 23/27",A3LDC1,"102,43",30.01.25 13:47,0,"0,65","3,75%",Euro,-
"European Investment Bank (EIB) 2,75% 23/28",A3LD6J,"101,02",30.01.25 15:00,0,"0,21","2,75%",Euro,-
Siemens Energy Finance B.V. 4% 23/26,A3LFSG,"100,93",30.01.25 09:22,0,"-0,01","4,00%",Euro,-
"Volkswagen International Finance N.V. 4,25% 23/29",A3LFX2,"102,71",30.01.25 08:22,0,"0,03","4,25%",Euro,-
"Kreditanstalt für Wiederaufbau 2,75% 23/30",A4SAXV,"100,74",30.01.25 15:00,0,"0,32","2,75%",Euro,-
"UniCredit Bank Czech Republic and Slovakia a.s. 3,75% 23/28",A3LJ6R,"102,25",30.01.25 08:22,0,"-0,05","3,75%",Euro,-
"DS Smith PLC 4,5% 23/30",A3LLG0,"105,74",30.01.25 13:47,0,"0,74","4,50%",Euro,-
"SpareBank 1 Sor-Norge ASA 4,875% 23/28",A3LMBU,"105,19",29.01.25 09:46,0,"0,00","4,88%",Euro,-
"Mizuho Financial Group Inc. 4,608% 23/30",A3LMES,"106,67",30.01.25 09:22,0,"0,07","4,61%",Euro,-
"Amprion GmbH 3,875% 23/28",A3514E,"102,35",30.01.25 12:58,0,"0,24","3,88%",Euro,-
"Amprion GmbH 4,125% 23/34",A3514F,"104,73",30.01.25 12:58,0,"0,61","4,13%",Euro,-
"Mercedes-Benz Group AG 0,75% 21/33",A3H3JM,"82,42",30.01.25 13:47,0,"1,28","0,75%",Euro,-
"Berlin Hyp AG 0,01% 20/28",BHY0GD,"91,43",30.01.25 09:22,0,"0,00","0,01%",Euro,-
"Berlin Hyp AG 0,01% 21/28",BHY0GE,"92,27",30.01.25 09:22,0,"0,01","0,01%",Euro,-
"Berlin Hyp AG 1,25% 22/25",BHY0GK,"99,25",30.01.25 14:47,0,"0,03","1,25%",Euro,-
Berlin Hyp AG 3% 23/33,BHY0GM,"100,92",30.01.25 15:00,0,"0,45","3,00%",Euro,-
"Berlin Hyp AG 0,375% 22/27",BHY0GN,"95,51",30.01.25 08:22,0,"0,02","0,38%",Euro,-
"Berlin Hyp AG 2,875% 23/30",BHY0GT,"100,72",30.01.25 09:22,0,"0,00","2,88%",Euro,-
"Berlin Hyp AG 0,01% 20/30",BHY0GX,"85,95",30.01.25 14:47,0,"0,33","0,01%",Euro,-
"Commerzbank AG 5,25% 23/29",CZ439B,"106,01",30.01.25 14:47,0,"0,48","5,25%",Euro,-
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,4% 21/28",DFK0RN,"89,75",30.01.25 12:25,0,"0,10","0,40%",Euro,-
"Deutsche Bank AG 1,375% 20/26",DL19VD,"98,95",30.01.25 12:58,0,"0,26","1,38%",Euro,-
"Caja Rural de Navarra Sociedad Cooperativa de Credito 0,75% 22/29",A3K188,"92,00",30.01.25 15:00,0,"0,27","0,75%",Euro,-
"Caisse Francaise de Financement Local 0,1% 19/29",A2R908,"87,36",30.01.25 09:22,0,"0,02","0,10%",Euro,-
